main_institution,main_address,subsidiary_name,latitude,longitude
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Qımır həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Maqov həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Mamrux həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Mazıx həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Mosul həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Muğanlı həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Muxax həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Yuxarı Çardaxlar həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Yuxarı Tala həkim məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Aşağı Çardaxlar tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Bazar tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Cimcimax tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Çökək tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Dardoqqaz tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Ələsgər tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Höytala tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Kəpənəkçi tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Lahıc tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Paşan tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Sabunçu tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Uzunqazmalar tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Uzuntala tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Yengiyan tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Zəyəm tibb məntəqəsi,41.6294932,46.6420456
Zaqatala Rayon Mərkəzi Xəstəxanası,"Zaqatala şəhəri, Zərifə Əliyeva küçəsi, 58",Zilban tibb məntəqəsi,41.6294932,46.6420456
Zəngilan Rayon Mərkəzi Xəstəxanası,"Abşeron rayonu, Masazır qəsəbəsi, Əliağa Vahid küçəsi 178",Cahangirbəyli kənd həkim məntəqəsi,40.4836884,49.7796617
Zəngilan Rayon Mərkəzi Xəstəxanası,"Abşeron rayonu, Masazır qəsəbəsi, Əliağa Vahid küçəsi 178",Bartaz kənd həkim məntəqəsi,40.4836884,49.7796617
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",1 nömrəli Xəstəxana,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",2 nömrəli Xəstəxana,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",3 nömrəli Xəstəxana,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",4 nömrəli Xəstəxana,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",Perinatal Mərkəz,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",Uşaq Xəstəxanası,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",Təcili Tibbi Yardım Xəstəxanası,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",Vərəm Xəstəxanası,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",Stomatoloji poliklinika,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",1 nömrəli Ailə Sağlamlıq Mərkəzi,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",2 nömrəli Ailə Sağlamlıq Mərkəzi,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",3 nömrəli Ailə Sağlamlıq Mərkəzi,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",4 nömrəli Ailə Sağlamlıq Mərkəzi,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",5 nömrəli Ailə Sağlamlıq Mərkəzi,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",6 nömrəli Ailə Sağlamlıq Mərkəzi,40.58338888888889,49.67305555555555
Sumqayıt Tibb Mərkəzi,"Sumqayıt şəhəri, Heydər Əliyev prospekti 7",7 nömrəli Ailə Sağlamlıq Mərkəzi,40.58338888888889,49.67305555555555
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Zərdab Ailə Sağlamlıq Mərkəzi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Körpükənd Ailə Sağlamlıq Mərkəzi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Məlikli Ailə Sağlamlıq Mərkəzi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Əlvənd həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Bıçaqçı həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Birinci Alıcanlı həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Çallı həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Gəlmə həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Kəndəbil həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Qaravəlli həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Qoruqbağı həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Məlikumudlu həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Məmmədqasımlı həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Şahhüseynli həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Yarməmmədbağı həkim məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Bəyimli tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Dəkkəoba tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Dəli Quşçu tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Əlibəyli tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Gödəkqobu tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Xanməmmədli tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",İsaqbağı tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Nəzəralılı tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Pərvanlı tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Sarıqaya tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Şəftəhal tibb məntəqəsi,40.221084,47.7067177
Zərdab Rayon Mərkəzi Xəstəxanası,"Zərdab şəhəri, Azərbaycan küçəsi 125",Yuxarı Seyidlər tibb məntəqəsi,40.221084,47.7067177
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Qaradonlu Ailə Sağlamlıq Mərkəzi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Qızılkənd Ailə Sağlamlıq Mərkəzi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Sarxanlı həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Muradxanlı həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Məmmədli həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Aranlı həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Bəhrəmtəpə həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Qaralar həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Muradallı həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Qulubəyli həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Mirili həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Məzrəli həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Xəlfəli həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Çaxırlı həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Əliqulular həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Yeni Bəhrəmtəpə (Fin) həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Axıcanlı həkim məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Yalavac tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Yalavac tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Şahverdili tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Qaragüvəndikli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Hacıbabalı tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Rəsullu tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Telişli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Gövhərli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Göbəktala tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Məhəmmədli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Hacırüstəmli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Qaralar tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Ölcələr tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Murğuzallı tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Qaraqaşlı tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Bəcrəvan tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Muğan tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Nurulu tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Kürdmahmudlu tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Ağaməmmədli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Mürsəlli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Cəfərli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Otuziki tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Hacalmuradlı tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Xoşçobanlı tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Oruclu tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Boşçalılar tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Ağamallar tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Allahmədətli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Əliyetməzli tibb məntəqəsi,39.8621994,48.0678652
İmişli Rayon Mərkəzi Xəstəxanası,"İmişli şəhəri, X.Bəylərov küçəsi 92",Xubyarlı tibb məntəqəsi,39.8621994,48.0678652
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",İsmayıllı Ailə Sağlamlıq Mərkəzi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",İsmayıllı Rayon Uşaq Poliklinikası,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Modul tipli xəstəxana,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Lahıc Ailə Sağlamlıq Mərkəzi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",İvanovka Ailə Sağlamlıq Mərkəzi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Basqal həkim məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Hacıhətəmli Ailə Sağlamlıq Mərkəzi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Kürdmaşı Ailə Sağlamlıq Mərkəzi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Qalacıq Ailə Sağlamlıq Mərkəzi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Qalınçaq həkim məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Qubaxəlilli Ailə Sağlamlıq Mərkəzi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Quşencə həkim məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Talıstan həkim məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Tircan həkim məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Topçu həkim məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Aşıqbayramlı tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Yuxarı Cülyan tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Çəndahar tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Diyallı tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Əhən tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Gəndov tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Gəraybəyli tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Aşağı Cülyan tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Xankəndi tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",İstisu tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Keyvəndi tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Kəlbənd tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Kürd Eldarbəyli tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Qalagah tibb məntəqəsi,40.7815361,48.1582316
İsmayıllı Rayon Mərkəzi Xəstəxanası,"İsmayıllı rayonu, M.F.Axundov küçəsi 65",Qoşakənd tibb məntəqəsi,40.7815361,48.1582316
